Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Date,Quarter,Day_of_Year,Week_of_Year,Is_Quarter_End,Is_Year_End,Quarter_Sin,Quarter_Cos,Month_Sin,Month_Cos,Production_Units_Lag_1,Production_Units_Lag_2,Production_Units_Lag_3,Production_Units_Lag_4,Estimated_Deliveries_Lag_1,Estimated_Deliveries_Lag_2,Estimated_Deliveries_Lag_3,Estimated_Deliveries_Lag_4,Production_Units_RollingMean_3,Production_Units_RollingStd_3,Production_Units_RollingMin_3,Production_Units_RollingMax_3,Production_Units_RollingMean_6,Production_Units_RollingStd_6,Production_Units_RollingMin_6,Production_Units_RollingMax_6,Production_Units_RollingMean_12,Production_Units_RollingStd_12,Production_Units_RollingMin_12,Production_Units_RollingMax_12,Estimated_Deliveries_RollingMean_3,Estimated_Deliveries_RollingStd_3,Estimated_Deliveries_RollingMin_3,Estimated_Deliveries_RollingMax_3,Estimated_Deliveries_RollingMean_6,Estimated_Deliveries_RollingStd_6,Estimated_Deliveries_RollingMin_6,Estimated_Deliveries_RollingMax_6,Estimated_Deliveries_RollingMean_12,Estimated_Deliveries_RollingStd_12,Estimated_Deliveries_RollingMin_12,Estimated_Deliveries_RollingMax_12,Production_Units_Diff_1,Production_Units_PctChange_1,Production_Units_Diff_4,Production_Units_PctChange_4,Estimated_Deliveries_Diff_1,Estimated_Deliveries_PctChange_1,Estimated_Deliveries_Diff_4,Estimated_Deliveries_PctChange_4,Production_to_Delivery_Ratio,Inventory_Change,Revenue_Millions,Revenue_per_Vehicle,Range_per_kWh,CO2_per_Vehicle,Production_Units_Momentum,Production_Units_Acceleration,Estimated_Deliveries_Momentum,Estimated_Deliveries_Acceleration,Year_Quarter,Battery_Range_Product
2020,11,Asia,Model 3,8319.0,9154.0,117946.76,120,670,836.06,Estimated (Region),10165,2020-11-01,4,306,44,0,0,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,8208.0,15760.0,9192.0,7976.0,7790.0,15145.0,8410.0,7717.0,11040.666666666666,4114.341907685035,8208.0,15760.0,9222.166666666666,3543.8882836041366,5043.0,15760.0,9768.727272727272,4278.472883889977,4164.0,17922.0,10418.0,4102.2380477003035,7790.0,15145.0,8672.833333333334,3461.536734842874,4656.0,15145.0,9165.454545454546,4240.11356837612,3797.0,17646.0,946.0,11.525341130604282,1178.0,14.769307923771313,529.0,6.790757381258028,602.0,7.800958921860834,1.1002403846153845,835.0,981.19909644,117946.76,5.537190082644628,0.10048798076923077,1,0.5944412285649261,1,0.553546398507199,20204,80400
2025,5,Asia,Cybertruck,5937.0,6483.0,78837.18,82,477,424.79,Interpolated (Month),14940,2025-05-01,2,121,18,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,9154.0,8208.0,15760.0,9192.0,8319.0,7790.0,15145.0,8410.0,7948.333333333333,1354.3006805482057,6483.0,9154.0,9462.166666666666,3239.9913837333997,6483.0,15760.0,9494.916666666666,4188.182931194806,4164.0,17922.0,7348.666666666667,1250.8246613068252,5937.0,8319.0,8886.333333333334,3193.353201051626,5937.0,15145.0,8896.416666666666,4148.822099175387,3797.0,17646.0,-2671.0,-29.178501201660477,-2709.0,-29.47127937336814,-2382.0,-28.633249188604402,-2473.0,-29.405469678953622,1.0917817446951836,546.0,468.05633765999994,78837.18,5.746987951807229,0.07153755473223308,0,-0.4070384233226476,0,-0.3542400656986243,20252,39114
2020,10,Middle East,Model S,8724.0,9355.0,99200.65,82,453,592.8,Estimated (Region),5325,2020-10-01,4,275,40,0,0,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,6483.0,9154.0,8208.0,15760.0,5937.0,8319.0,7790.0,15145.0,8330.666666666666,1603.2792437168685,6483.0,9355.0,9692.0,3161.4418862284983,6483.0,15760.0,8781.0,3245.099214059705,4164.0,15760.0,7660.0,1505.8396328958806,5937.0,8724.0,9054.166666666666,3145.7122193021196,5937.0,15145.0,8152.916666666667,3106.898262030166,3797.0,15145.0,2872.0,44.30047817368503,-6405.0,-40.640862944162436,2787.0,46.94290045477514,-6421.0,-42.39683063717399,1.0722063037249283,631.0,865.4264705999999,99200.65,5.457831325301205,0.06794269340974211,1,0.7347897937534551,1,0.7557614964337954,20204,37146
2020,11,Asia,Model S,10737.0,11658.0,78316.37,75,426,686.09,Interpolated (Month),5601,2020-11-01,4,306,44,0,0,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,9355.0,6483.0,9154.0,8208.0,8724.0,5937.0,8319.0,7790.0,9165.333333333334,2592.708300857105,6483.0,11658.0,10103.0,3242.6903644967406,6483.0,15760.0,9405.5,2986.6033458520315,5043.0,15760.0,8466.0,2410.378186094456,5937.0,10737.0,9442.0,3193.4938860126226,5937.0,15145.0,8731.25,2858.33435683346,4656.0,15145.0,2303.0,24.617851416354885,3450.0,42.03216374269005,2013.0,23.074277854195312,2947.0,37.830551989730424,1.0856770348295772,921.0,840.8828646899999,78316.37,5.605263157894737,0.0638936487241572,1,-0.19682626757330146,1,-0.23868622600579825,20204,31950
2020,4,North America,Cybertruck,4408.0,5007.0,91115.89,120,665,439.7,Estimated (Region),8397,2020-04-01,2,92,14,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,11658.0,9355.0,6483.0,9154.0,10737.0,8724.0,5937.0,8319.0,8673.333333333334,3377.4920182486494,5007.0,11658.0,8310.833333333334,2335.448686369853,5007.0,11658.0,9057.0,3246.820794673965,5007.0,15760.0,7956.333333333333,3233.5807293669554,4408.0,10737.0,7652.5,2217.886448851696,4408.0,10737.0,8397.666666666666,3120.6558848285654,4408.0,15145.0,-6651.0,-57.050952135872365,-4147.0,-45.302599956303254,-6329.0,-58.94570177889541,-3911.0,-47.01286212285131,1.1356316625085052,599.0,401.63884312,91115.89,5.4958677685950414,0.09972782943978226,0,-0.8166880355222725,0,-0.8201997963309072,20202,79800
2025,3,North America,Cybertruck,17079.0,18904.0,111739.13,120,682,1740.5623000000007,Official (Quarter),3904,2025-03-01,1,60,9,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,5007.0,11658.0,9355.0,6483.0,4408.0,10737.0,8724.0,5937.0,11856.333333333334,6950.622586023021,5007.0,18904.0,10093.5,4907.317097967076,5007.0,18904.0,10023.083333333334,4249.870446331989,5007.0,18904.0,10741.333333333334,6335.50111146177,4408.0,17079.0,9200.666666666666,4450.936470751595,4408.0,17079.0,9274.666666666666,3929.6542141038626,4408.0,17079.0,13897.0,277.55142800079886,12421.0,191.5933981181552,12671.0,287.4546279491833,11142.0,187.67054067710967,1.106791569086651,1825.0,1908.39260127,111739.13,5.636363636363637,0.1019064578454333,1,3.3460238013667123,1,3.464003297280787,20251,81840
2023,11,Europe,Model S,12540.0,13453.0,56018.16,100,592,1113.55,Interpolated (Month),11616,2023-11-01,4,305,44,0,0,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,18904.0,5007.0,11658.0,9355.0,17079.0,4408.0,10737.0,8724.0,12454.666666666666,7002.082142715361,5007.0,18904.0,10810.0,5054.347673043476,5007.0,18904.0,10016.083333333334,4243.621062217617,5007.0,18904.0,11342.333333333334,6419.841457024724,4408.0,17079.0,9904.166666666666,4614.293333400758,4408.0,17079.0,9288.5,3941.829789692738,4408.0,17079.0,-5451.0,-28.83516716038934,4098.0,43.80545163014431,-4539.0,-26.576497453012472,3816.0,43.741403026134805,1.0727214735667012,913.0,702.4677264000001,56018.16,5.861386138613861,0.08879275974802647,0,-3.063865951611882,0,-3.1403112540219578,20234,59200
2020,7,Europe,Model S,16546.0,17888.0,97411.05,100,585,1451.91,Official (Quarter),14471,2020-07-01,3,183,27,0,0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,13453.0,18904.0,5007.0,11658.0,12540.0,17079.0,4408.0,10737.0,16748.333333333332,2898.7032158076045,13453.0,18904.0,12710.833333333334,5242.676851253247,5007.0,18904.0,11086.5,4488.141232990862,5007.0,18904.0,15388.333333333334,2481.0832983463747,12540.0,17079.0,11672.333333333334,4818.206581983248,4408.0,17079.0,10279.333333333334,4159.856691878905,4408.0,17079.0,4435.0,32.96662454471122,6230.0,53.43969806141706,4006.0,31.9457735247209,5809.0,54.10263574555276,1.0810418807034508,1342.0,1611.7632333,97411.05,5.792079207920792,0.08774460627304044,1,0.6180179170510056,1,0.5852227097773337,20203,58500
2017,1,Europe,Model S,6472.0,6810.0,57769.87,100,590,572.77,Estimated (Region),14372,2017-01-01,1,1,52,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,17888.0,13453.0,18904.0,5007.0,16546.0,12540.0,17079.0,4408.0,12717.0,5575.553156414168,6810.0,17888.0,12286.666666666666,5655.210258395939,5007.0,18904.0,10989.333333333334,4573.416016568585,5007.0,18904.0,11852.666666666666,5072.049815738536,6472.0,16546.0,11297.0,5168.773935857518,4408.0,17079.0,10175.583333333334,4244.242634190321,4408.0,17079.0,-11078.0,-61.92978533094813,1803.0,36.0095865787897,-10074.0,-60.884805995406744,2064.0,46.82395644283122,1.0520624131005716,338.0,373.88659864000005,57769.87,5.841584158415841,0.08848601884752047,0,-0.9489640987565935,0,-0.9283057952012764,20171,59000
2021,1,Asia,Model 3,7808.0,8183.0,102109.35,60,359,420.46,Interpolated (Month),8256,2021-01-01,1,1,53,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,6810.0,17888.0,13453.0,18904.0,6472.0,16546.0,12540.0,17079.0,10960.333333333334,6038.684155785374,6810.0,17888.0,11707.5,5904.900837440033,5007.0,18904.0,10905.25,4618.517415105887,5007.0,18904.0,10275.333333333334,5471.486939885111,6472.0,16546.0,10808.833333333334,5366.764403871916,4408.0,17079.0,10125.416666666666,4270.485568694062,4408.0,17079.0,1373.0,20.161527165932448,-10721.0,-56.712865002115954,1336.0,20.642768850432635,-9271.0,-54.28303764857427,1.0478934562684084,375.0,797.2698048000001,102109.35,5.885245901639344,0.0538430016647458,1,0.8209131249688058,1,0.8152757484583938,20211,21540
2019,5,Middle East,Model 3,13977.0,14319.0,57301.92,75,417,874.26,Official (Quarter),13525,2019-05-01,2,121,18,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,8183.0,6810.0,17888.0,13453.0,7808.0,6472.0,16546.0,12540.0,9770.666666666666,3998.3477004049196,6810.0,14319.0,13259.5,4935.793299967088,6810.0,18904.0,10785.166666666666,4497.977178351364,5007.0,18904.0,9419.0,4003.466872599297,6472.0,13977.0,12403.666666666666,4423.040884580053,6472.0,17079.0,10028.083333333334,4157.493879257143,4408.0,17079.0,6136.0,74.98472442869364,866.0,6.437225897569321,6169.0,79.00870901639345,1437.0,11.45933014354068,1.024395478609243,342.0,800.90893584,57301.92,5.4868421052631575,0.06254542853054801,1,0.5482319726276119,1,0.5836594016596082,20192,31275
2016,9,Asia,Model S,13993.0,14982.0,118537.35,60,349,732.53,Interpolated (Month),4515,2016-09-01,3,245,35,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,14319.0,8183.0,6810.0,17888.0,13977.0,7808.0,6472.0,16546.0,12494.666666666666,3748.6990187708225,8183.0,14982.0,12605.833333333334,4250.958076324285,6810.0,17888.0,11349.666666666666,4569.637788178787,5007.0,18904.0,11926.0,3566.3015856766788,7808.0,13993.0,11889.333333333334,3921.6440260006643,6472.0,16546.0,10545.0,4238.7543410342105,4408.0,17079.0,663.0,4.630211606955803,-2906.0,-16.24552772808586,16.0,0.11447377835014372,-2553.0,-15.429711108424993,1.0706016864370445,989.0,1658.6931385500002,118537.35,5.721311475409836,0.052346005430898956,1,-0.7035451282173784,1,-0.7889423523804331,20163,20940
2020,1,Asia,Model Y,11592.0,12383.0,90750.14,100,567,985.9,Official (Quarter),4971,2020-01-01,1,1,1,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,14982.0,14319.0,8183.0,6810.0,13993.0,13977.0,7808.0,6472.0,13894.666666666666,1350.460785559262,12383.0,14982.0,12427.5,4230.706075822332,6810.0,17888.0,11618.75,4523.428308163057,5007.0,18904.0,13187.333333333334,1381.6223555419651,11592.0,13993.0,11731.333333333334,3909.2637499491766,6472.0,16546.0,10817.75,4187.490507451927,4408.0,17079.0,-2599.0,-17.347483647043116,5573.0,81.83553597650514,-2401.0,-17.158579289644827,5120.0,79.11001236093944,1.0681445699991374,791.0,1051.97562288,90750.14,5.6138613861386135,0.08504269817993616,0,-0.2197769525399892,0,-0.1727305306799497,20201,56700
2025,9,North America,Model S,17854.0,18489.0,80631.84,60,355,950.73,Interpolated (Month),5009,2025-09-01,3,244,36,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,12383.0,14982.0,14319.0,8183.0,11592.0,13993.0,13977.0,7808.0,15284.666666666666,3064.23144252084,12383.0,18489.0,12527.666666666666,4389.9633559594395,6810.0,18489.0,12619.25,4611.131238151278,5007.0,18904.0,14479.666666666666,3159.239518196322,11592.0,17854.0,11949.333333333334,4252.82502187272,6472.0,17854.0,11810.833333333334,4335.250476843257,4408.0,17854.0,6106.0,49.30953726883631,10306.0,125.9440303067335,6262.0,54.02001380262249,10046.0,128.66290983606555,1.0355082609913189,635.0,1439.60087136,80631.84,5.819672131147541,0.05324726967236068,1,0.6665702091587943,1,0.7117859309226732,20253,21300
2022,4,North America,Model S,10056.0,11163.0,78773.3,120,681,1027.22,Estimated (Region),7885,2022-04-01,2,91,13,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,18489.0,12383.0,14982.0,14319.0,17854.0,11592.0,13993.0,13977.0,14011.666666666666,3925.173287045215,11163.0,18489.0,13253.166666666666,3531.8944727534913,8183.0,18489.0,12769.916666666666,4523.481914276642,5007.0,18904.0,13167.333333333334,4130.793789737431,10056.0,17854.0,12546.666666666666,3517.8201015212107,7808.0,17854.0,11921.833333333334,4265.52151417371,4408.0,17854.0,-7326.0,-39.623559954567575,-3156.0,-22.04064529645925,-7798.0,-43.67648706172287,-3921.0,-28.053230306932818,1.109973153027742,1107.0,792.1443048000001,78773.3,5.628099173553719,0.10213980312220344,0,-0.8893309722340389,0,-0.9769650086434536,20222,81720
2025,3,Middle East,Cybertruck,5209.0,5621.0,65114.79,100,594,464.12,Estimated (Region),4024,2025-03-01,1,60,9,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,11163.0,18489.0,12383.0,14982.0,10056.0,17854.0,11592.0,13993.0,11757.666666666666,6454.578013575583,5621.0,18489.0,12826.166666666666,4331.761693199046,5621.0,18489.0,12266.833333333334,4971.86915342589,5007.0,18904.0,11039.666666666666,6379.632147180065,5209.0,17854.0,12113.5,4292.688702899388,5209.0,17854.0,11461.166666666666,4683.172464615554,4408.0,17854.0,-5542.0,-49.64615246797456,-9361.0,-62.481644640234954,-4847.0,-48.20007955449482,-8784.0,-62.77424426498963,1.0788867562380038,412.0,339.18294111,65114.79,5.881188118811881,0.08908253358925144,0,-0.1002259251340698,0,-0.04523592492771955,20251,59400
2016,12,North America,Cybertruck,5224.0,5657.0,87919.34,100,588,460.76,Estimated (Region),13003,2016-12-01,4,336,48,0,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,5621.0,11163.0,18489.0,12383.0,5209.0,10056.0,17854.0,11592.0,7480.333333333333,3189.333681716808,5621.0,11163.0,11382.5,5108.505760004583,5621.0,18489.0,12321.0,4888.426220072356,5621.0,18904.0,6829.666666666667,2794.0966936262826,5209.0,10056.0,10654.666666666666,4967.077437152221,5209.0,17854.0,11529.166666666666,4576.151098771529,5209.0,17854.0,36.0,0.6404554349759728,-6726.0,-54.31640151821044,15.0,0.287963140717995,-6368.0,-54.9344375431332,1.0826794258373205,433.0,459.29063216,87919.34,5.821782178217822,0.08818373205741627,1,0.5028660790295053,1,0.4848804269521282,20164,58800
2022,5,Europe,Model 3,12541.0,13898.0,56168.86,120,710,1335.62,Official (Quarter),11787,2022-05-01,2,121,17,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,5657.0,5621.0,11163.0,18489.0,5224.0,5209.0,10056.0,17854.0,8392.0,4768.369847232905,5621.0,13898.0,11201.833333333334,4973.120807568088,5621.0,18489.0,11903.833333333334,4471.389083197002,5621.0,18489.0,7658.0,4228.808697493892,5209.0,12541.0,10412.666666666666,4804.6163495815845,5209.0,17854.0,11151.0,4251.842210362253,5209.0,17854.0,8241.0,145.67792115962527,-4591.0,-24.830980583049378,7317.0,140.06508422664626,-5313.0,-29.75803741458497,1.10811672779461,1357.0,704.41367326,56168.86,5.867768595041323,0.1064917875936852,1,1.4503746572464928,1,1.3977712108592826,20222,85200
2017,6,North America,Model X,6312.0,6933.0,117797.61,75,435,411.86,Interpolated (Month),3923,2017-06-01,2,152,22,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,13898.0,5657.0,5621.0,11163.0,12541.0,5224.0,5209.0,10056.0,8829.333333333334,4435.716439689681,5657.0,13898.0,10293.5,5206.477110292526,5621.0,18489.0,11360.5,4658.260082906492,5621.0,18489.0,8025.666666666667,3948.0517136092994,5224.0,12541.0,9532.666666666666,5023.9413080435825,5209.0,17854.0,10632.0,4442.706505150783,5209.0,17854.0,-6965.0,-50.11512447834221,-4230.0,-37.89303950550927,-6229.0,-49.66908539988837,-3744.0,-37.23150357995226,1.0982100427688897,621.0,743.5385143200001,117797.61,5.723684210526316,0.06523998099160462,0,-1.9579304563796747,0,-1.8973416962653462,20172,32625
